Local authority,Library name,Date,Type,Outcome,Attendees
Barnet,Mill Hill,2018-12-11,Reading Group Adult,Stronger more resilient communities,11
Barnet,Mill Hill,2018-12-12,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Mill Hill,2018-12-12,Conversation Café/Language Session,Stronger more resilient communities,0
Barnet,Mill Hill,2018-12-19,Baby Rhyme Time,Stronger more resilient communities,13
Barnet,Mill Hill,2018-12-19,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Mill Hill,2019-01-03,Coffee morning/Afternoon tea,Stronger more resilient communities,7
Barnet,Mill Hill,2019-01-05,IT,Stronger more resilient communities,1
Barnet,Mill Hill,2019-01-08,Other adult,Stronger more resilient communities,0
Barnet,Mill Hill,2019-01-08,Reading Group Adult,Stronger more resilient communities,8
Barnet,Mill Hill,2019-01-09,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Mill Hill,2019-01-09,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Mill Hill,2019-01-10,Coffee morning/Afternoon tea,Stronger more resilient communities,8
Barnet,Mill Hill,2019-01-10,IT,Stronger more resilient communities,2
Barnet,Mill Hill,2019-01-15,Other adult,Stronger more resilient communities,2
Barnet,Mill Hill,2019-01-16,Baby Rhyme Time,Stronger more resilient communities,31
Barnet,Mill Hill,2019-01-16,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Mill Hill,2019-01-17,Coffee morning/Afternoon tea,Stronger more resilient communities,8
Barnet,Mill Hill,2019-01-19,IT,Stronger more resilient communities,2
Barnet,Mill Hill,2019-01-22,Other adult,Stronger more resilient communities,0
Barnet,Mill Hill,2019-01-23,Baby Rhyme Time,Stronger more resilient communities,31
Barnet,Mill Hill,2019-01-23,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Mill Hill,2019-01-24,Coffee morning/Afternoon tea,Stronger more resilient communities,6
Barnet,Mill Hill,2019-01-26,IT,Stronger more resilient communities,3
Barnet,Mill Hill,2019-01-29,Other adult,Stronger more resilient communities,0
Barnet,Mill Hill,2019-01-30,Baby Rhyme Time,Stronger more resilient communities,31
Barnet,Mill Hill,2019-01-30,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Mill Hill,2019-01-31,Coffee morning/Afternoon tea,Stronger more resilient communities,9
Barnet,Mill Hill,2019-02-06,Baby Rhyme Time,Stronger more resilient communities,31
Barnet,Mill Hill,2019-02-06,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Mill Hill,2019-02-07,Coffee morning/Afternoon tea,Stronger more resilient communities,7
Barnet,Mill Hill,2019-02-09,IT,Stronger more resilient communities,2
Barnet,Mill Hill,2019-02-12,Reading Group Adult,Stronger more resilient communities,9
Barnet,Mill Hill,2019-02-13,Baby Rhyme Time,Stronger more resilient communities,31
Barnet,Mill Hill,2019-02-13,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Mill Hill,2019-02-14,Coffee morning/Afternoon tea,Stronger more resilient communities,8
Barnet,Mill Hill,2019-02-16,IT,Stronger more resilient communities,1
Barnet,Mill Hill,2019-02-21,Coffee morning/Afternoon tea,Stronger more resilient communities,10
Barnet,Mill Hill,2019-02-23,IT,Stronger more resilient communities,2
Barnet,Mill Hill,2019-02-27,Baby Rhyme Time,Stronger more resilient communities,31
Barnet,Mill Hill,2019-02-27,Conversation Café/Language Session,Stronger more resilient communities,1
Barnet,Mill Hill,2019-02-28,Coffee morning/Afternoon tea,Stronger more resilient communities,8
Barnet,Mill Hill,2019-03-02,Baby Rhyme Time,Stronger more resilient communities,19
Barnet,Mill Hill,2019-03-02,IT,Stronger more resilient communities,2
Barnet,Mill Hill,2019-03-06,Baby Rhyme Time,Stronger more resilient communities,23
Barnet,Mill Hill,2019-03-07,Coffee morning/Afternoon tea,Stronger more resilient communities,7
Barnet,Mill Hill,2019-03-09,IT,Stronger more resilient communities,2
Barnet,Mill Hill,2019-03-12,Reading Group Adult,Stronger more resilient communities,9
Barnet,Mill Hill,2019-03-13,Baby Rhyme Time,Stronger more resilient communities,18
Barnet,Mill Hill,2019-03-13,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Mill Hill,2019-03-14,Coffee morning/Afternoon tea,Stronger more resilient communities,8
Barnet,Mill Hill,2019-03-16,IT,Stronger more resilient communities,1
Barnet,Mill Hill,2019-03-21,Coffee morning/Afternoon tea,Stronger more resilient communities,8
Barnet,Mill Hill,2019-03-23,IT,Stronger more resilient communities,1
Barnet,Mill Hill,2019-03-27,Baby Rhyme Time,Stronger more resilient communities,14
Barnet,Mill Hill,2019-03-27,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Mill Hill,2019-03-28,Coffee morning/Afternoon tea,Stronger more resilient communities,8
Barnet,Mill Hill,2019-03-30,IT,Stronger more resilient communities,1
Barnet,Mill Hill,2019-04-03,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,Mill Hill,2019-04-03,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Mill Hill,2019-04-04,Coffee morning/Afternoon tea,Stronger more resilient communities,8
Barnet,Mill Hill,2019-04-09,Reading Group Adult,Stronger more resilient communities,8
Barnet,Mill Hill,2019-04-20,IT,Stronger more resilient communities,3
Barnet,Mill Hill,2019-04-24,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,Mill Hill,2019-04-24,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Mill Hill,2019-04-25,Coffee morning/Afternoon tea,Stronger more resilient communities,9
Barnet,Mill Hill,2019-04-25,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Mill Hill,2019-05-01,Baby Rhyme Time,Stronger more resilient communities,25
Barnet,Mill Hill,2019-05-01,Conversation Café/Language Session,Stronger more resilient communities,11
Barnet,Mill Hill,2019-05-08,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Mill Hill,2019-05-12,Reading Group Adult,Stronger more resilient communities,12
Barnet,Mill Hill,2019-05-15,Baby Rhyme Time,Stronger more resilient communities,9
Barnet,Mill Hill,2019-05-15,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Mill Hill,2019-05-22,Baby Rhyme Time,Stronger more resilient communities,28
Barnet,Mill Hill,2019-05-22,Conversation Café/Language Session,Stronger more resilient communities,12
Barnet,Mill Hill,2019-06-01,IT,Stronger more resilient communities,2
Barnet,Mill Hill,2019-06-05,Baby Rhyme Time,Stronger more resilient communities,40
Barnet,Mill Hill,2019-06-05,Conversation Café/Language Session,Stronger more resilient communities,10
Barnet,Mill Hill,2019-06-06,Other adult,Stronger more resilient communities,8
Barnet,Mill Hill,2019-06-06,Other adult,Stronger more resilient communities,10
Barnet,Mill Hill,2019-06-11,Reading Group Adult,Stronger more resilient communities,10
Barnet,Mill Hill,2019-06-12,Baby Rhyme Time,Stronger more resilient communities,20
Barnet,Mill Hill,2019-06-12,Conversation Café/Language Session,Stronger more resilient communities,10
Barnet,Mill Hill,2019-06-13,Other adult,Stronger more resilient communities,9
Barnet,Mill Hill,2019-06-13,Other adult,Stronger more resilient communities,10
Barnet,Mill Hill,2019-06-19,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Mill Hill,2019-06-19,Conversation Café/Language Session,Stronger more resilient communities,10
Barnet,Mill Hill,2019-06-20,Other adult,Stronger more resilient communities,9
Barnet,Mill Hill,2019-06-20,Other adult,Stronger more resilient communities,10
Barnet,Mill Hill,2019-06-22,IT,Stronger more resilient communities,2
Barnet,Mill Hill,2019-06-26,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Mill Hill,2019-06-26,Conversation Café/Language Session,Stronger more resilient communities,10
Barnet,Mill Hill,2019-06-27,Other adult,Stronger more resilient communities,9
Barnet,Mill Hill,2019-06-27,Other adult,Stronger more resilient communities,10
Barnet,Mill Hill,2019-07-03,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Mill Hill,2019-07-03,Conversation Café/Language Session,Stronger more resilient communities,8
Barnet,Mill Hill,2019-07-04,Other adult,Stronger more resilient communities,8
Barnet,Mill Hill,2019-07-04,Other adult,Stronger more resilient communities,9
Barnet,Mill Hill,2019-07-06,IT,Stronger more resilient communities,2
Barnet,Mill Hill,2019-07-09,Reading Group Adult,Stronger more resilient communities,10
Barnet,Mill Hill,2019-07-10,Baby Rhyme Time,Stronger more resilient communities,26
Barnet,Mill Hill,2019-07-10,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Mill Hill,2019-07-11,Other adult,Stronger more resilient communities,8
Barnet,Mill Hill,2019-07-11,Other adult,Stronger more resilient communities,10
Barnet,Mill Hill,2019-07-17,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Mill Hill,2019-07-17,Conversation Café/Language Session,Stronger more resilient communities,6
Barnet,Mill Hill,2019-07-18,Other adult,Stronger more resilient communities,10
Barnet,Mill Hill,2019-07-20,Summer Reading Challenge,Stronger more resilient communities,76
Barnet,Mill Hill,2019-07-24,Other Early Years,Stronger more resilient communities,4
Barnet,Mill Hill,2019-07-25,Other adult,Stronger more resilient communities,11
Barnet,Mill Hill,2019-07-27,IT,Stronger more resilient communities,4
Barnet,Mill Hill,2019-08-07,Summer Reading Challenge,Stronger more resilient communities,7
Barnet,Mill Hill,2019-08-13,Reading Group Adult,Stronger more resilient communities,9
Barnet,Mill Hill,2019-08-15,Summer Reading Challenge,Stronger more resilient communities,5
Barnet,Mill Hill,2019-09-04,Other adult,Stronger more resilient communities,5
Barnet,Mill Hill,2019-09-05,Other adult,Stronger more resilient communities,5
Barnet,Mill Hill,2019-09-07,IT,Stronger more resilient communities,3
Barnet,Mill Hill,2019-09-10,Reading Group Adult,Stronger more resilient communities,9
Barnet,Mill Hill,2019-09-11,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Mill Hill,2019-09-11,Other adult,Stronger more resilient communities,5
Barnet,Mill Hill,2019-09-12,Other adult,Stronger more resilient communities,5
Barnet,Mill Hill,2019-09-14,IT,Stronger more resilient communities,4
Barnet,Mill Hill,2019-09-18,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Mill Hill,2019-09-18,Other adult,Stronger more resilient communities,3
Barnet,Mill Hill,2019-09-19,Other adult,Stronger more resilient communities,7
Barnet,Mill Hill,2019-09-21,IT,Stronger more resilient communities,3
Barnet,Mill Hill,2019-09-25,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Mill Hill,2019-09-25,Other adult,Stronger more resilient communities,7
Barnet,Mill Hill,2019-09-26,Other adult,Stronger more resilient communities,4
Barnet,Mill Hill,2019-09-28,IT,Stronger more resilient communities,3
Barnet,Mill Hill,2019-10-02,Baby Rhyme Time,Stronger more resilient communities,11
Barnet,Mill Hill,2019-10-02,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Mill Hill,2019-10-02,Other adult,Stronger more resilient communities,8
Barnet,Mill Hill,2019-10-03,Other adult,Stronger more resilient communities,5
Barnet,Mill Hill,2019-10-05,IT,Stronger more resilient communities,3
Barnet,North Finchley,2018-01-10,Toddler Read and Rhyme,Stronger more resilient communities,22
Barnet,North Finchley,2018-01-11,Reading Group Adult,Stronger more resilient communities,8
Barnet,North Finchley,2018-01-25,Lego,Stronger more resilient communities,11
Barnet,North Finchley,2018-02-01,Toddler Read and Rhyme,Stronger more resilient communities,34
Barnet,North Finchley,2018-02-03,Toddler Read and Rhyme,Stronger more resilient communities,30
Barnet,North Finchley,2018-02-08,Lego,Stronger more resilient communities,7
Barnet,North Finchley,2018-02-14,Other Early Years,Stronger more resilient communities,14
Barnet,North Finchley,2018-02-15,Toddler Read and Rhyme,Stronger more resilient communities,35
Barnet,North Finchley,2018-02-17,Toddler Read and Rhyme,Stronger more resilient communities,0
Barnet,North Finchley,2018-02-20,Lego,Stronger more resilient communities,0
Barnet,North Finchley,2018-02-22,Author Talk (adult),Stronger more resilient communities,26
Barnet,North Finchley,2018-03-03,Toddler Read and Rhyme,Stronger more resilient communities,35
Barnet,North Finchley,2018-03-06,Lego,Stronger more resilient communities,16
Barnet,North Finchley,2018-03-08,Reading Group Adult,Stronger more resilient communities,8
Barnet,North Finchley,2018-03-15,Toddler Read and Rhyme,Stronger more resilient communities,31
Barnet,North Finchley,2018-03-17,Toddler Read and Rhyme,Stronger more resilient communities,33
Barnet,North Finchley,2018-03-22,Lego,Stronger more resilient communities,11
Barnet,North Finchley,2018-03-29,Toddler Read and Rhyme,Stronger more resilient communities,32
Barnet,North Finchley,2018-03-31,Toddler Read and Rhyme,Stronger more resilient communities,34
Barnet,North Finchley,2018-04-03,Reading Group Adult,Stronger more resilient communities,5
Barnet,North Finchley,2018-04-11,Other Early Years,Stronger more resilient communities,20
Barnet,North Finchley,2018-04-19,Toddler Read and Rhyme,Stronger more resilient communities,25
Barnet,North Finchley,2018-04-26,Toddler Read and Rhyme,Stronger more resilient communities,33
Barnet,North Finchley,2018-04-28,Scrabble,Stronger more resilient communities,18
Barnet,North Finchley,2018-05-01,Reading Group Adult,Stronger more resilient communities,6
Barnet,North Finchley,2018-05-03,Toddler Read and Rhyme,Stronger more resilient communities,39
Barnet,North Finchley,2018-05-10,Toddler Read and Rhyme,Stronger more resilient communities,32
Barnet,North Finchley,2018-05-12,Scrabble,Stronger more resilient communities,3
Barnet,North Finchley,2018-05-17,Toddler Read and Rhyme,Stronger more resilient communities,40
Barnet,North Finchley,2018-05-24,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,North Finchley,2018-05-26,Scrabble,Stronger more resilient communities,3
Barnet,North Finchley,2018-05-31,Toddler Read and Rhyme,Stronger more resilient communities,38
Barnet,North Finchley,2018-06-05,Reading Group Adult,Stronger more resilient communities,5
Barnet,North Finchley,2018-06-07,Toddler Read and Rhyme,Stronger more resilient communities,35
Barnet,North Finchley,2018-06-09,Scrabble,Stronger more resilient communities,2
Barnet,North Finchley,2018-06-14,Toddler Read and Rhyme,Stronger more resilient communities,28
Barnet,North Finchley,2018-06-21,Toddler Read and Rhyme,Stronger more resilient communities,30
Barnet,North Finchley,2018-06-23,Scrabble,Stronger more resilient communities,0
Barnet,North Finchley,2018-06-28,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,North Finchley,2018-07-03,Reading Group Adult,Stronger more resilient communities,7
Barnet,North Finchley,2018-07-05,Toddler Read and Rhyme,Stronger more resilient communities,14
Barnet,North Finchley,2018-07-07,Scrabble,Stronger more resilient communities,2
Barnet,North Finchley,2018-07-12,Toddler Read and Rhyme,Stronger more resilient communities,14
Barnet,North Finchley,2018-07-19,Toddler Read and Rhyme,Stronger more resilient communities,17
Barnet,North Finchley,2018-07-21,Scrabble,Stronger more resilient communities,3
Barnet,North Finchley,2018-07-26,Summer Reading Challenge,Stronger more resilient communities,10
